Abraham	<i>name</i><br><ol><li>Abraham (prophet)</li></ol>
bindung	<i>noun</i><br><ol><li>(Early Middle English) Alternative form of byndynge</li></ol>
bindunge	<i>noun</i><br><ol><li>(Early Middle English) Alternative form of byndynge</li></ol>
biqueste|bequestes|byqueeste|bequeest|bequeste|byquest|byquyste|bi-quest	<i>noun</i><br><ol><li>(Late Middle English) Bequest, inheritance</li><li>(Late Middle English) One's will and testament.</li></ol>
biquethen|biquethe|biquethest|byquethe|be-qwethyn|biquetheth|biquath|beqwethen|biqueþen|biquethynge|biquethende|to biquethen	<i>verb</i><br><ol><li>To bequeath; to hand down to one's successors by will.</li><li>(by extension) To transmit or give to one's successors.</li><li>To set apart oneself for another or another's sake.</li><li>(rare) To set apart resources for another.</li><li>(rare) To say; to make an assertion or statement.</li></ol>
bir|birs	<i>noun</i><br><ol><li>A strong or favorable wind.</li><li>An armed assault or sally; a clash or encounter; a blow or stroke; an attack or affliction.</li><li>Violence; strength; fury.</li><li>An onrush, swiftness.</li><li>A charge on an account.</li></ol>
birall	<i>noun</i><br><ol><li>(Late Middle English) Alternative form of beryl</li></ol>
birche|byrche|birch|breche|byrke|birches|birke|birk	<i>noun</i><br><ol><li>birch (tree of genus Betula).</li><li>mastic (the tree Pistacia lentiscus).</li></ol>
birchen|byrchyn	<i>adj</i><br><ol><li>Made of birchwood.</li><li>Covered with birch trees.</li></ol>
birell	<i>noun</i><br><ol><li>(Late Middle English) Alternative form of beryl</li></ol>
bireven|bireved|bireve|bireft|be-refe|bireveth|birefte|birevedest|birevest|bireftest|birevynge|bireveden|birævien|byreeve|bereve|birevede|biræivie|birevende|to bireven|bireften|be-reve	<i>verb</i><br><ol><li>To steal, or rob; to secretly loot.</li><li>To grab, grasp, or confiscate with force.</li><li>To cause someone to loose an abstract concept or idea.</li><li>To kill; to murder or end the life of.</li></ol>
birrall	<i>noun</i><br><ol><li>(Late Middle English) Alternative form of beryl</li></ol>
bischop|bisschop|bissop|busshop|bysshop|bisshop|bishup|busschop|byschop|bischoppes|bushop	<i>noun</i><br><ol><li>bishop (clergy member that heads a diocese)</li><li>A clergy member ranking a bishop or higher.</li><li>A high priest or other ranking non-Christian religious official.</li><li>(by extension) Any spiritual leader.</li></ol>
bischophod	<i>noun</i><br><ol><li>bishophood; the status and office of a bishop.</li><li>The status and office of any clergy member ranking a bishop or higher.</li></ol>
biscop	<i>noun</i><br><ol><li>(Early Middle English) Alternative form of bischop</li></ol>
bisegen|bisegeth|bisegedest|bisegynge|bisege|bisegeden|ybiseged|bisegede|bisegest|bisegende|to bisegen|biseged	<i>verb</i><br><ol><li>besiege</li></ol>
bisemen|bisemynge|bisemede|becemyn|bisemest|bisemeden|to bisemen|bisemed|beseme|bisemeth|biseme|bysemen|byseme|bisemende|bisemedest	<i>verb</i><br><ol><li>To seem; to look or be perceived as.</li><li>To beseem; to be suitable or appropriate.</li></ol>
biside	<i>adv</i><br><ol><li>alongside</li></ol><br><i>prep</i><br><ol><li>along, next to</li></ol>
bisili	<i>adv</i><br><ol><li>busily</li></ol>
bisne|bisens|bisnes|bisnen|bisen	<i>noun</i><br><ol><li>(quality, useful) example, exemplar</li><li>warning, prophecy, bizen</li></ol>
bispel|bispeles|bispels|bispelen|bispele	<i>noun</i><br><ol><li>parable</li><li>example</li></ol>
bisquyte|bisquytes	<i>noun</i><br><ol><li>biscuit</li></ol>
bisscopp	<i>noun</i><br><ol><li>(Ormulum) Alternative form of bischop</li></ol>
bisy|bisiere|bisiest|bisi|bysye|busy|besi|bisie|bysy|busi|besye|bysi|bisiȝ|busie|besie|bisye|bysie|besy	<i>adj</i><br><ol><li>(of a person) Engaged in activity; preoccupied.</li><li>Having a strong work ethic; diligent, industrious, hard-working.</li><li>Disposed to anxiety or concern, particularly about practical matters; solicitous, worried.</li><li>Eager to; intent upon (typically followed by to, for to or þat.</li><li>(of an action or place) Characterised by activity and vigor.</li></ol>
bisyde	<i>prep</i><br><ol><li>beside</li></ol>
bisynes|bisynesses|bisinesses|bisynesse	<i>noun</i><br><ol><li>business</li></ol>
bitel-brouwed	<i>adj</i><br><ol><li>beetle-browed</li></ol>
biten|to biten|boted|botest|biteth|bot|boten|ybiten|botede|bitest|bite|yboted|boti|ybite|booten|bitende|botende|botynge|botun|bote|boteth|botedest|byte|boteden|bitynge|to boten	<i>verb</i><br><ol><li>to bite</li></ol>
biteon|bitogh|biteonde|biten|biteoth|bitowen	<i>verb</i><br><ol><li>(transitive) To draw over (as a covering); cover; veil.</li><li>(transitive) To pull or tug at.</li><li>(transitive) To employ; spend; bestow (time, pains, etc.)</li><li>(transitive) To bring about; manage; arrange.</li></ol>
bitrenden|bitrendeth|bitrente|bitrent|bitrendende	<i>verb</i><br><ol><li>(transitive) To encircle or entwine (something); surround, envelop, engulf.</li></ol>
bittre	<i>adj</i><br><ol><li>bitter</li></ol>
bitwixe|bitwixen|bytwyxen|bitwist|bytwex|bitwyxe|bytwixen|bytwexe|bytwuxt|bytwixe|bitux|bitwix|bitwuxen|bytwyxe|bitwexe|bytwysse|bytwuxen|bytwixt|bytuxt|bytwyxt|bitwyst|bytwix|bytwyx|bytuxen|bitwyxt|bitwex|bitwux|bytwisse|bituxen|bytwyst|bytwux|bituxt|bitwysse|bitwyx|bytwist|bitwixt|bitwuxt|bitwisse|bytux|bitwyxen	<i>adv</i><br><ol><li>In the position that separates (two things); in the middle.</li></ol><br><i>prep</i><br><ol><li>In the position that separates (two things); in the middle.</li><li>In the meantime between two events.</li><li>Acting as an intermediary between two communicators, or as that being communicated or shared.</li></ol>
bityden|to bityden|bitydende|bitydynge|bityddest|bityde|bityd|bitydde|bitydden|bitydeth|bitydest	<i>verb</i><br><ol><li>betide</li></ol>
biveren|biverede|ybivered|bivere|bivered|bivereth|to biveren|bivereden|biverende|biverynge|biverest|biveredest	<i>verb</i><br><ol><li>To shake or tremble.</li></ol>
biwinnen|biwinneth|biwinne|biwon|biwan|biwinnest|biwonne|bi-winne|bywynne|to biwinnen|biwannen|biwinnende|biwonnen|biwanne|biwinnynge	<i>verb</i><br><ol><li>to subjugate, conquer (a castle, a country); to capture someone</li><li>(rare) to acquire, get, earn (money, wisdom, love, etc.)</li><li>(rare) to acquire progeny</li></ol>
biwreyen|biwreyedest|biwreyede|biwreye|biwreyende|ybiwreyed|biwreyeden|biwreyynge|to biwreyen|biwreyeth|biwreyest|biwreyed	<i>verb</i><br><ol><li>To bewray; to reveal.</li></ol>
biyete	<i>noun</i><br><ol><li>gain, acquisition</li><li>offspring, progeny</li></ol>
bladdre|bladdere|bladdres|bleddere|blædre|bladdure|bleddre|bleedre|bleddore|bladder|bledder|bladdran|bladre	<i>noun</i><br><ol><li>The bladder (organ holding urine; the urocyst).</li><li>Any other bladder or sac; often used in medicine.</li><li>A boil, ulcer, or tumor</li></ol>
bladdren|bladdred|bladdrest|bladdrynge|bladdre|ybladdred|bleddre|bladdrende|bladdreth|bladdredest|bladdreden|to bladdren|bladdrede	<i>verb</i><br><ol><li>To develop tumours or blisters.</li><li>To create tumours or blisters.</li></ol>
blade|blad|blayd|blades|blayde|blaad|bladd|bladdys	<i>noun</i><br><ol><li>A leaf or blade; a piece foliage in general.</li><li>A blade (sharp edge of a weapon).</li><li>Any sharp-bladed slashing or stabbing weapon.</li><li>(rare) A wooden tile or chip for roofing.</li><li>(rare) Anything close in appearance or form to a blade.</li></ol>
blader	<i>noun</i><br><ol><li>(rare) bladesmith</li></ol>
bladyn|bladende|to bladyn|bladynge|ybladed|bladede|bladest|bladeth|blade|bladed|bladen|bladeden|bladedest	<i>verb</i><br><ol><li>(rare) To slice off foliage.</li><li>To give a sharp edge.</li></ol>
blaese	<i>noun</i><br><ol><li>(Early Middle English) Alternative form of blase</li></ol>
blak|black|blakkest|blakke|blac|blake|blakker	<i>adj</i><br><ol><li>black (of a black color)</li><li>black (having black skin)</li><li>black-haired</li><li>dark, blackish</li></ol>
blakien	<i>verb</i><br><ol><li>(Early Middle English) Alternative form of bloken</li></ol>
blam	<i>noun</i><br><ol><li>(rare) Alternative form of blame</li></ol>
blame	<i>noun</i><br><ol><li>criticism, condemnation</li><li>accusation (especially legal)</li><li>blame, culpability</li><li>offence, misdeed</li><li>imperfection, downside</li><li>disrepute, dishonour</li><li>blasphemy, irreverence</li></ol>
blame worthy|blame wurthi|blameworhthi|blame-worthy|blame-worthi|blameworþy	<i>adj</i><br><ol><li>blame-worthy, blamable</li></ol>
blameable|blamable	<i>adj</i><br><ol><li>blameworthy, at fault</li></ol>
blameful|blamefull	<i>adj</i><br><ol><li>insulting, defamatory</li><li>censurable, wrong</li></ol>
blameles|blamelees	<i>adj</i><br><ol><li>blameless, innocent</li><li>perfect, faultless</li></ol>
blamen|to blamen|blamende|blame|blamest|blamedest|blamynge|blamed|blameth|blamyn|blameden|yblamed|blamie|blamede	<i>verb</i><br><ol><li>to criticise, censure</li><li>to reprove, reprimand</li><li>to blame, charge (attribute to)</li></ol>
blamer|blamere|blamear|blamers	<i>noun</i><br><ol><li>blamer, accuser</li></ol>
blamyng|blamynges|blaminge|blamynge	<i>noun</i><br><ol><li>condemnation, censure</li></ol>
blancmanger|blancmangers	<i>noun</i><br><ol><li>A sort of fricassee with white sauce, variously made of capon, fish, etc.; blancmange.</li></ol>
blase|blases|blasen|blese	<i>noun</i><br><ol><li>A fire or burning, especially referring to its flaming.</li><li>(rare) A lamp or signal; fire used as lighting.</li><li>(rare) A bright thing or object.</li></ol>
blasen|blase|blasen|blasest|blasedest|blased|blaseth|blasende|blaseden|yblased|to blasen|blasynge|blasede|blasyn	<i>verb</i><br><ol><li>To blaze; to be alight or flaming with intensity.</li><li>To shine, shimmer or give off light; to be very bright.</li><li>(rare) To be intense; to affect emotionally to a great degree.</li><li>(rare) To be exceptional or without peer.</li><li>(rare) To be nice or respectful.</li><li>To breathe or blow out.</li><li>To emblazon; to depict heraldically.</li></ol>
blasfeme|blasfemes|blaspheme|blasphemye	<i>noun</i><br><ol><li>blasphemer</li></ol><br><i>adj</i><br><ol><li>blasphemous</li></ol>
blasfemen|blasfemedest|blasfemeth|blaspheme|blasphemye|blasfemes|blasfemynge|blasfemed|to blasfemen|blasphemen|blasfemest|blasfeme|yblasfemed|blasfemeden|blasfemede|blasefleme|blasfemende	<i>verb</i><br><ol><li>(transitive, intransitive) to blaspheme; to speak against a deity</li><li>(transitive, intransitive) to act insultingly towards a deity</li><li>(rare, transitive) to slander; to defame</li></ol>
blasfemour|blasfemere|blasfemare|blasphemour|blasfemours	<i>noun</i><br><ol><li>blasphemer</li></ol>
blasfemye|blaspheme|blasphemye|blasfamye|blasfemie|blasfeme|blasfemyes|blasphemie|blasphemy|blasefleme|blasphem	<i>noun</i><br><ol><li>blasphemy; speech against a deity</li><li>insulting acts towards a deity</li><li>defamatory speech</li></ol>
blasfemyng|blasphemyng|blasfemynge|blasphemynge	<i>noun</i><br><ol><li>blasphemy</li></ol>
blasoun|blasouns|blason|blazoun	<i>noun</i><br><ol><li>(chiefly heraldry) shield</li><li>(heraldry, rare) coat of arms</li></ol>
blast|blaste|blest|blastes	<i>noun</i><br><ol><li>A blast; a sudden and forceful motion of wind.</li><li>One's breathing or respiring; the act of respiration.</li><li>The blast produced by a musical instrument.</li><li>An emission or expulsion of fire or flames.</li><li>The sound produced by thunder or storms.</li><li>(rare) The making of a pronouncement or proclamation.</li><li>(rare) One's spiritual essence; the soul.</li><li>(rare) A striking or attack.</li><li>(rare) Flatulence; the making of a fart.</li></ol>
blasten|blaste|blasteth|blesten|to blasten|blastedest|blasteden|blastende|blastede|blastest|yblasted|blastynge|blasted	<i>verb</i><br><ol><li>To strongly blow or exhale.</li><li>To emit fire from one's mouth.</li><li>(rare) To afflict with noxious breath.</li><li>(rare, of wind) To blast; to gust.</li><li>(rare) To blow on a musical instrument.</li></ol>
blasynge sterne|sterne blasynge|blasynge sternes	<i>noun</i><br><ol><li>A comet.</li></ol>
blasynge sterre|blasynge sterren|sterre blasynge|blasynge sterres	<i>noun</i><br><ol><li>A comet.</li></ol>
blawe	<i>verb</i><br><ol><li>(Kent, Northern) Alternative form of blowen (“to blow”)</li></ol>
blawen	<i>verb</i><br><ol><li>(Early Middle English) Alternative form of blowen (“to blow”)</li></ol>
blawing	<i>noun</i><br><ol><li>(Early Middle English) Alternative form of blowynge (“blowing”)</li></ol>
blawunge	<i>noun</i><br><ol><li>(Early Middle English) Alternative form of blowynge (“blowing”)</li></ol>
blawyng	<i>noun</i><br><ol><li>(Northern) Alternative form of blowynge (“blowing”)</li></ol>
blease	<i>noun</i><br><ol><li>(Early Middle English) Alternative form of blase</li></ol>
blechen|blechynge|blechest|blechende|ybleched|to blechen|blechede|blecheth|blecheden|bleched|blechedest|bleche	<i>verb</i><br><ol><li>To bleach (cloth).</li></ol>
blede|bled|bledes|bleden|bleede|blede	<i>noun</i><br><ol><li>One's offspring or disciples; the legacy one leaves in followers.</li><li>(rare) Comestible plants or fruit; a harvest.</li></ol>
bleden|bled|bledende|to bleden|bledde|bledden|ybled|bledynge|bleddest|bledeth|bledest|bleede|blede	<i>verb</i><br><ol><li>To have blood gush or come forth.</li><li>To cause to bleed; to induce bleeding.</li><li>To pass away (especially from blood loss caused by injury)</li><li>To smear or mark with bloodstains.</li><li>To undergo sorrow or distress.</li></ol>
blench	<i>noun</i><br><ol><li>A deceit; a trick.</li></ol>
blessen|blesse|blessynge|blessende|to blessen|yblessed|blessede|blessedest|blessest|iblessed|blesseden|blesseth|blessed	<i>verb</i><br><ol><li>to bless</li></ol>
bleten|blete|bleteden|bletede|bletest|to bleten|ybleted|bleted|bletende|bletedest|bletynge|bleteth	<i>verb</i><br><ol><li>to bleat</li></ol>
blewe|blew	<i>adj</i><br><ol><li>blue, azure</li><li>blue-violet</li><li>blue-grey; the colour of bruises</li><li>blue-black</li></ol><br><i>noun</i><br><ol><li>blue</li><li>blue textiles</li><li>(rare) blue pigment</li></ol>
bleyte	<i>verb</i><br><ol><li>(Northern) Alternative form of bleten</li></ol>
bliken	<i>verb</i><br><ol><li>To become pale; shine.</li></ol>
blinnen|blinneth|blinnede|belynne|blan|blinnedest|bylynne|to blinnen|blinned|blynne|blinnest|bilinne|blanne|blinneden|blynnyn|blannen|3 or weak in -ed|blinne|blin|blyn	<i>verb</i><br><ol><li>(transitive) To stop or end (not continue)</li><li>(intransitive) To cease moving; to come to a stop or pause.</li><li>(intransitive) To cease talking; to quieten down.</li><li>(transitive) To stop or end (cause to stop)</li></ol>
blinnenn	<i>verb</i><br><ol><li>(Ormulum) Alternative form of blinnen</li></ol>
blisful	<i>adj</i><br><ol><li>blissful, blessed</li></ol>
blo	<i>noun</i><br><ol><li>bruise</li><li>blueness</li></ol><br><i>adj</i><br><ol><li>bruised, injured, visibly hurt</li><li>bluish, greyish</li><li>dark-skinned</li><li>upset, sad</li></ol>
bloawen	<i>verb</i><br><ol><li>(Early Middle English) Alternative form of blowen (“to blow”)</li></ol>
bloken|bloked|to bloken|blaken|blokede|bloketh|blokynge|blokest|blake|bloke|blokende|blokedest|blokeden	<i>verb</i><br><ol><li>To become pale or pallid.</li><li>To become scared.</li></ol>
blokie	<i>verb</i><br><ol><li>(Early Middle English) Alternative form of bloken</li></ol>
bloman|blomen	<i>noun</i><br><ol><li>A black person</li></ol>
blome|blomes|blom|blume	<i>noun</i><br><ol><li>A bloom; the flower of a plant.</li><li>Blooming; blossoming; the process where flowers appear.</li><li>The state of being first-ranked or of first priority.</li><li>(rare) An appellation for Jesus Christ, among other religious figures</li><li>A lump of metal; a squared mass of metal (especially smelted or wrought iron) of roughly standard weight; a bloomery</li></ol>
blomen|blomynge|blometh|blomedest|blomede|blome|blomeden|yblomed|blomed|blomende|to blomen|blomest	<i>verb</i><br><ol><li>To bloom or blossom; to develop flowers</li><li>(figuratively) To mature; to become profuse.</li></ol>
blomenn	<i>verb</i><br><ol><li>(Ormulum) Alternative form of blomen</li></ol>
blomer|blomere	<i>noun</i><br><ol><li>A maker of iron blooms, an ironsmelter.</li></ol>
blonc	<i>adj</i><br><ol><li>white</li></ol>
blood|blod|blode|bloud|bloods|bloode	<i>noun</i><br><ol><li>blood</li></ol>
blosme|blosom|blossem|blosmes|blosmen|blossome|blossum|blossom	<i>noun</i><br><ol><li>A flower or blossom (that is blooming).</li><li>(figuratively) An outstanding or unparalleled thing.</li><li>(figuratively) The immediate descendant or progeny of something.</li><li>(rare) A bough adorned with shoots.</li></ol>
blosmen|blosme|blosmende|blosmede|yblosmed|blossmen|blosmest|blosmeden|blosmedest|blosmyn|blosmeth|blosmed|to blosmen|blossemen|blosmynge	<i>verb</i><br><ol><li>To blossom or flower.</li><li>To start to thrive.</li></ol>
blosmy	<i>adj</i><br><ol><li>Covered with or full of blossoms; blossomy.</li></ol>
blosstme	<i>noun</i><br><ol><li>(Ormulum) Alternative form of blosme</li></ol>
blostme	<i>noun</i><br><ol><li>(Early Middle English) Alternative form of blosme</li></ol>
blowen|blowe|blowen|blowest|blewe|blewen|blow|blowyn|blowynge|blowende|to blowen|blew|yblowe|blouen|bloweth|yblowen	<i>verb</i><br><ol><li>To blow away; to blow to eliminate or remove.</li><li>To breathe (in or out); to inhale or exhale.</li><li>To play a wind instrument (by blowing)</li><li>To strengthen a fire by blowing on it.</li><li>To inflate or blow up; to expand by blowing.</li><li>To gasp; to struggle to breathe.</li><li>To spread a communicable disease (by exhalation).</li><li>To smelt; to extract metal from ore.</li><li>To make a sound, especially flatulence.</li><li>To insult or brag (talk coarsely)</li><li>To proclaim; to broadly disseminate.</li><li>(rare) To be blown around (by wind).</li><li>To blossom; to flower.</li><li>(figuratively) To grow, to flourish.</li></ol>
blowere|blowers|blower|blauere|blawer	<i>noun</i><br><ol><li>A player of a wind instrument.</li><li>(rare) One tasked with blows a bellows.</li><li>(rare) A tool or instrument used by blowing.</li><li>(rare) A person who talks rudely.</li></ol>
blowynge|bloweing|bloynge|blowinge|blowyng|blowynges|blowing|blewing	<i>noun</i><br><ol><li>Breathing, respiration (the movement of air in and out of the mouth).</li><li>The blowing (of horns); sounding (of music).</li><li>The blowing of a fire (to strengthen it).</li><li>(rare) Blowing (the movement of wind or air).</li><li>(rare) The process of working or refining metal.</li><li>(rare, medicine) Inflammation or swelling of a body part.</li><li>blooming, blossoming (of flowers)</li></ol>
blynd	<i>adj</i><br><ol><li>blind, sightless</li></ol>
blys	<i>noun</i><br><ol><li>bliss</li></ol>
blæst	<i>noun</i><br><ol><li>(Early Middle English) Alternative form of blast</li></ol>
blætenn	<i>verb</i><br><ol><li>(Ormulum) Alternative form of bleten</li></ol>
bobance	<i>noun</i><br><ol><li>boasting</li></ol>
bochous|bochouses	<i>noun</i><br><ol><li>bookhouse, library</li></ol>
bocstaff	<i>noun</i><br><ol><li>letter, written character</li></ol>
bode	<i>noun</i><br><ol><li>messenger</li></ol>
bodeword|bodworde|bodword|bodeworde|bode-word|bodwurd|bodd-word|bodewurd	<i>noun</i><br><ol><li>commandment, directive (especially divine)</li><li>news, tidings (especially divine)</li><li>(rare) pledge</li></ol>
bodi|bodies	<i>noun</i><br><ol><li>body (physical structure)</li></ol>
bok|bokes|buk|book|boke|boc	<i>noun</i><br><ol><li>book (written document composed of pages)</li></ol>
bokel|bokels	<i>noun</i><br><ol><li>a buckle or clasp</li></ol>
bokeleer	<i>noun</i><br><ol><li>(Chaucer) buckler</li></ol>
boket|bokets	<i>noun</i><br><ol><li>bucket</li></ol>
bolde|boold|boolde	<i>adj</i><br><ol><li>bold</li></ol>
bole|boles|bolen	<i>noun</i><br><ol><li>bull, steer, male cow</li><li>(heraldry) A heraldic bull</li><li>(astrology) Taurus (zodiac)</li><li>(astronomy) Taurus (constellation)</li><li>trunk, bole</li><li>tree</li></ol>
bolnen|bolne|bolnest|bolneden|bolnede|bolned|to bolnen|bolneth|bolnynge|bolnende|bolnedest|ybolned	<i>verb</i><br><ol><li>to swell</li></ol>
bolster|bolstere|bolstre|bolsters	<i>noun</i><br><ol><li>A soft stuffed bag to lie or lean on; a cushion or pillow.</li><li>(rare) A pad; a piece of cushioning.</li><li>(rare) A supporting piece of metal.</li></ol>
bombard|bombardes|bumbard	<i>noun</i><br><ol><li>(Late Middle English) cannon, bombard</li></ol>
bon|bones|banes|boons|ban|bone|boon|bane	<i>noun</i><br><ol><li>bone</li></ol>
bonchef|bonechief|bonchief|bounchief|bonnchief|boncheef|boncheff	<i>noun</i><br><ol><li>Good fortune, prosperity (often in general)</li><li>Joy, mirthfulness, good feelings.</li></ol>
bonde|bonden|bondes	<i>noun</i><br><ol><li>tenant farmer, bond</li><li>husband, head of household</li><li>servant, retainer</li></ol><br><i>adj</i><br><ol><li>The status of being a tenant.</li><li>The status of being subservient; subservience</li></ol>
bonden|bondede|bonde|bondedest|bondende|bondynge|ybonded|bonded|bondest|bondeth|bondeden|to bonden	<i>verb</i><br><ol><li>(Late Middle English, hapax) To put in bonds, take prisoner.</li></ol>
bonwort|bonworte|bonwurt|bonwourt|bonwrt	<i>noun</i><br><ol><li>Any plant used to resolve bone fractures (often daisy).</li></ol>
boodword	<i>noun</i><br><ol><li>(Late Middle English) Alternative form of bodeword</li></ol>
boon|bone|boonen|boons	<i>noun</i><br><ol><li>prayer, supplication, request</li><li>boon, bonus</li></ol><br><i>adj</i><br><ol><li>good</li></ol>
bor|bore|boore|bores|boor	<i>noun</i><br><ol><li>A wild or uncastrated pig; a boar.</li><li>The meat or flesh of a boar.</li><li>(figuratively) A rough and tough individual.</li><li>(rare, heraldic) A heraldic image of a boar.</li></ol>
bord|boord|bourde|burden|boorde|borde|borden|burde|bourd|bordyn|burd|bordes	<i>noun</i><br><ol><li>A board or slab (usually of wood)</li><li>A piece of wood for writing upon.</li><li>(religion) An altar; a table used for religious purposes.</li><li>A dining table or its surface.</li><li>A serving or helping of food and drink; nourishment.</li><li>A seafaring vessel; a boat.</li><li>The direction a boat is headed in.</li><li>A shield (board of protective armour).</li></ol>
bordcloth|boordclothe|bordeclothe|bordclothes|burde clath|bordeclath|bord cloð|bord cloth	<i>noun</i><br><ol><li>tablecloth (cloth covering a dinner table)</li><li>(rare) A cloth sitting on an altar</li></ol>
bordeller	<i>noun</i><br><ol><li>a keeper or a frequenter of a brothel</li></ol>
borden|bordyn|burden	<i>adj</i><br><ol><li>Composed of boards or planks.</li></ol>
bordis|burdis|bordyse|bourdeyse|bourdeys|burdise|bourdes|bowrdice|bourdyse|bourdise	<i>noun</i><br><ol><li>A sparring on horseback; a joust.</li><li>(rare) A charge on the battlefield.</li></ol>
bordure|bordures	<i>noun</i><br><ol><li>An edge, boundary, demarcation</li><li>(heraldry) A heraldic border; a bordure</li><li>A decorative border or edge</li></ol>
bore|boore|bores	<i>noun</i><br><ol><li>A bore, hole, puncture or indentation.</li><li>A gap, cavity or piercing.</li><li>(rare, euphemistic) The anus; the asshole.</li></ol>
boryn|bore|boreth|boreden|borende|boren|borynge|borien|bored|to boryn|borede|boore|borest|ybored|boredest	<i>verb</i><br><ol><li>To bore a hole or holes into something; to slice through something</li><li>(rare) To break through a battlefront.</li></ol>
boryng|borynge	<i>noun</i><br><ol><li>(rare) boring (making a hole)</li></ol>
bost|bosts	<i>noun</i><br><ol><li>brag, boast</li></ol>
bosten|ybosted|boste|to bosten|bostede|bosteth|bostest|bosteden|bostynge|bostedest|bostende|bosted	<i>verb</i><br><ol><li>to brag</li></ol>
bot|botes|boote|bate|boot|bote|boet|boyt|bootte	<i>noun</i><br><ol><li>A boat (a watercraft or vessel smaller than a ship).</li><li>A boat stowed on a ship for utility purposes, especially for tendering.</li><li>(figuratively) The path or course of one's life; one's direction.</li></ol>
botche	<i>noun</i><br><ol><li>botch, a case or outbreak of boils or sores.</li></ol>
bote|bot|bootes|boten|botes|boote|boot	<i>noun</i><br><ol><li>Saving or extrication from distress or danger; something or someone which provides it.</li><li>Salvation (release or rescue from eternal punishment), or one who acts as salvation</li><li>An avenue of escape; a method through which one can release themself from danger.</li><li>Utility, usefulness; that which is useful, expedient, or suitable.</li><li>A reprieve or the offering of forgiveness from punishment or danger.</li><li>Activity done as redress or recompense for (one's or another's) sins; expiation.</li><li>Mirth, gladness; the feeling or emotion of being happy and joyful.</li><li>The quelling, curing, or expurgation of disease or sickness; medical recovery.</li><li>(rare) Recompense, amends or compensation; behaviour in return for one's wrongs.</li><li>(rare) An extra, augment, or addition; something to boot.</li><li>(rare) A medicinal or pharmaceutical cure or remedy; something used to quell disease.</li><li>(rare) Repair work; the act of fixing structures or buildings.</li><li>A boot or similar item of footwear; a shoe with a cover for part of the leg.</li><li>(rare) A cover for the leg.</li></ol>
boteler|botelers|botyler	<i>noun</i><br><ol><li>butler (servant)</li></ol>
boteles|botles|booteles|bootles|botelees|botelesse|butelesse	<i>adj</i><br><ol><li>Unforgivable, unfixable, permanent, grave.</li><li>(Late Middle English) Bootless, useless, pointless; without purpose.</li></ol>
botemles|boþemlez|bottomles|botmeles|botemeles|botomles|bottumles	<i>adj</i><br><ol><li>(Late Middle English) Lacking a bottom; bottomless.</li><li>(rare) Meaningless, untrustworthy.</li></ol>
boten|booten|boteth|botende|boten|botedest|botede|botynge|botun|bote|boteden|yboted|boti|boted|botest|to boten	<i>verb</i><br><ol><li>To solve; to release from disease or hardship or provide security.</li><li>To be useful, helpful, or handy; to come in, be of, or be able to be productively used.</li><li>(rare) To add an extra item in a swapping of goods to make the things swapped equivalent.</li><li>(rare) To provide taxes, levies or money as compensation (for a service or past wrong).</li><li>(rare) To profit, to gain or obtain benefit from.</li><li>To equip with boots or give boots for use.</li></ol>
botere|boteres	<i>noun</i><br><ol><li>boater, boatsman</li></ol>
boterflye|boterflien|buttirflye|botirflij|butturflye|buttyrflye|botirflye|buterflie|buttyrfle|botreflee|boterfleȝe|butreflye|boterflyes|butterfflye|butterflie|buterfliȝe|butter-flyeȝ	<i>noun</i><br><ol><li>butterfly (insect of the order Lepidoptera)</li><li>(rare) Something of little import or value.</li><li>(rare) A chameleon.</li></ol>
boterie|boteries	<i>noun</i><br><ol><li>a storeroom</li></ol>
botew|botue|butewes|buttwe|buttow|bottoi|botuy|boteux	<i>noun</i><br><ol><li>(Late Middle English) A sort of boot lacking leg coverings.</li></ol>
bothe|bot|booþ|bowthe|both|boothe|boþe|buth|boðe|boothes	<i>noun</i><br><ol><li>A store, kiosk or booth, especially a temporary one.</li><li>A shack or cabin; any makeshift habitation.</li></ol><br><i>det</i><br><ol><li>both; both of (each or both of two things or groups of things)</li><li>one of two; either of.</li></ol><br><i>pron</i><br><ol><li>both (each or both of two things or groups of things)</li></ol><br><i>conj</i><br><ol><li>both; including both or all (things)</li></ol>
botme|botym|botham|botom|boþem|bottum|bothom|bothme|botome|butme|bothum	<i>noun</i><br><ol><li>The bottom portion of a ship's hull, or the line of wood running along it.</li><li>A dell or valley; a indentation in the land.</li><li>The bottom of a depression or hole; the extreme reaches of an organ.</li><li>(rare) That which yarn is wound around.</li></ol>
botnen|botned|botnynge|ybotned|botene|botnest|botnedest|botneden|botneth|to botnen|botenen|botne|botnende|botnede	<i>verb</i><br><ol><li>To cure or free from disease or sickness.</li><li>(rare) To be cured or freed from disease or sickness.</li><li>(rare) To change one's mind; to free from negative emotions.</li><li>(rare) To be expedient or convenient in a given situation.</li></ol>
botnyng|botenynge|botninge|botening|botenyng|botningue	<i>noun</i><br><ol><li>Solving of ailments or something which solves ailments.</li><li>(rare) Succor, saving, reprieval.</li></ol>
botonen|butonen|botonyn|to botonen|ybotoned|botoned|botonynge|botonende|botone|botoneden|botonede|botenen|buttyn|botoneth|botonest|botonedest	<i>verb</i><br><ol><li>To give or attach buttons to clothing.</li><li>(rare) To button up; to fasten using buttons.</li><li>(rare) To develop shoots or buds.</li></ol>
